trial,persona_path,reward,choice,choice_label,price,price_threshold,feature_priority,purchase_likelihood,age_bracket,economic_motivation,region,socioeconomic_band,gender_identity,life_stage,urbanicity,income,employment,rationale
survey_toilet-brush-choice__6ShGDqE,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-c9919adbdc34.yaml,1.0,clorox_under_rim,Clorox Corner Under-Rim,15.5,5,cleaning,4,18-24,,North America,Middle,Woman,,,,Homemaker,"As a homemaker keeping a clean and tidy home, I trust the Clorox name for real cleaning power, and the dedicated under-rim scrubber is exactly what I need for those hard-to-reach spots. The price is reasonable and the white-and-gray look fits my bathroom without being flashy."
survey_toilet-brush-choice__6TsuTaB,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-49a15c791071.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,35-44,,North America,,,Mid-life,,,,"I prefer a covered, minimal design that keeps the brush out of sight and a ventilated tray that prevents standing water, which matters for hygiene in a small bathroom. OXO is a brand I trust for durable, well-designed household tools, and at $19.97 the price is reasonable for the build quality."
survey_toilet-brush-choice__6Y777Ye,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-22c42e09b171.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,35-44,,North America,Lower-middle,Man,,,,Full-time,"I want something that hides the brush so my bathroom doesn't look cluttered, and OXO is a brand I've had good luck with. The auto-open canister and ventilated tray sound practical for keeping things from getting gross, and the price is reasonable."
survey_toilet-brush-choice__6kLEJcN,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-5a1974971a4e.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65+,,North America,Middle,Man,,Small town,null,Full-time,"The OXO Hideaway's auto-opening canister keeps the brush fully concealed when stored, which suits a tidy, orderly bathroom, and the ventilated tray prevents the standing water and odor that plague most covered holders. OXO's reputation for durable, well-engineered household tools justifies the modest premium over the bargain silicone sets."
survey_toilet-brush-choice__6pB9A6f,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-6200d35e078f.yaml,1.0,boomjoy_tweezer,BOOMJOY Silicone+Tweezers,12.99,5,price,4,35-44,,North America,Lower-middle,Woman,,,,Full-time,"With three kids and a tight budget, the built-in tweezers for pulling out tangled hair are a real practical win, and $12.99 fits what I can spend. The ventilated quick-dry base also helps with hygiene in a busy family bathroom."
survey_toilet-brush-choice__6vgeomZ,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_amazon-55288622dbb8.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,55-64,,North America,,,Mid-life,,,,"I prefer a compact, covered set that hides the brush so my small bathroom stays tidy, and the automatic hideaway canister plus ventilated tray addresses my hygiene concerns. OXO is a brand I trust, and at $19.97 the price is reasonable for the build quality."
survey_toilet-brush-choice__6wK78ce,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-8d8d5b28b4dc.yaml,1.0,clorox_under_rim,Clorox Corner Under-Rim,15.5,4,cleaning,4,65-74,,North America,Lower-middle,Man,,,,Full-time,"I trust the Clorox name and it's a fair price at $15.50. The under-rim scrubber and antimicrobial bristles are practical for keeping the bowl hygienic, and the corner caddy saves space in my bathroom."
survey_toilet-brush-choice__6yjFBMM,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-9cfbe53b0e1f.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,55-64,,North America,Middle,Woman,,,,Full-time,"I want a compact, tidy set that hides the brush away so it doesn't look unsightly in my guest bathroom, and the auto-open canister with a ventilated tray keeps things hygienic and dry. OXO is a brand I trust for everyday household tools, and at $19.97 the price is reasonable for the quality."
survey_toilet-brush-choice__6yyVcvR,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-4a612fc897fc.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,55-64,Indifferent,North America,Middle,Man,Retirement,Rural,$50k-100k,Retired,"I want a brush that disappears when it's not in use — the auto-open hideaway canister and ventilated tray mean no standing water and no visible filth sitting in my bathroom. OXO is a brand I actually trust for tools that hold up, and at $19.97 the price is reasonable for something I'll use for years."
survey_toilet-brush-choice__6zghCPQ,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-d360f46ac5a4.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,45-54,,North America,,,Mid-life,,,Full-time,"I want a tidy, hygienic setup that hides the brush and doesn't pool water, and OXO's hideaway canister with a ventilated tray does exactly that. The compact footprint suits my bathroom, and OXO is a brand I trust for durable, well-designed basics at a fair price."
survey_toilet-brush-choice__76iubvv,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-b70b3cd5b81d.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,45-54,,North America,Middle,Woman,,,,Full-time,"I want a brush that stays hidden and neat in my bathroom, and the OXO Hideaway canister opens automatically with a ventilated tray so water doesn't pool. OXO is a brand I trust for good quality, and at $19.97 it's a reasonable price for something that will last."
survey_toilet-brush-choice__7C45orQ,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-2f352564a70f.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,45-54,,North America,Upper-middle,Woman,,,,Part-time,"I have used OXO Good Grips products before and trust the brand's quality and thoughtful design. The hideaway canister that opens automatically when lifted keeps the bathroom looking tidy, and the ventilated tray prevents water pooling, which matters for hygiene in a family bathroom."
survey_toilet-brush-choice__7CKefVx,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-2e91ff177f5f.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,,,North America,,Man,Mid-life,,,Full-time,"The OXO Hideaway is the right balance of design, hygiene, and brand trust for a primary bathroom. The auto-opening canister hides the brush entirely and the ventilated tray prevents the stagnant water and odor that plague most holders, while the compact footprint suits a small bathroom and the $19.97 price is easy to justify."
survey_toilet-brush-choice__7CkYnuv,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-276fb4a61853.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65+,,North America,null,Man,Retirement,null,null,Retired,"I'm a practical guy and OXO is a brand I've trusted for years in the kitchen and around the house — the quality is consistent. The hideaway canister that opens automatically when you lift the brush keeps the bathroom looking tidy and the ventilated tray stops water pooling, which matters for hygiene. At under $20 it's a fair price for something that will last."
survey_toilet-brush-choice__7ENgT9S,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_amazon-ae9e5c4d404f.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,,,North America,,Woman,,,,Full-time,"I want a compact, clean-looking set that hides the brush and dries without pooling water, and OXO's hideaway canister does exactly that. At $19.97 it's a reasonable mid-range price for a brand I trust, and the small footprint suits my bathroom."
survey_toilet-brush-choice__7FQUtT2,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-f3cefe3e6fbb.yaml,1.0,jiga_3pack,JIGA 3-Pack,13.99,5,price,4,45-54,,North America,Low income,Man,,,,Full-time,"I'm on a tight budget and have two kids, so a three-pack for $13.99 covers both bathrooms and gives me spares. The stiff nylon bristles and covered caddy are what I'm used to, and I don't need fancy silicone or stainless steel."
survey_toilet-brush-choice__7MvvRiQ,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-ab3ef3eb78b9.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,18-24,,North America,,,Student,,,Part-time,"I want a compact set that hides the brush when stored, and OXO's auto-open canister with a ventilated tray keeps things tidy and dry in a small bathroom. The design is minimal and clean, and at $19.97 the price is reasonable for a brand known for solid build quality."
survey_toilet-brush-choice__7TVwzip,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-716386b792c6.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,design,4,65+,Value-driven,North America,High income,Woman,Retirement,Dense urban,,Self-employed,"I keep a tidy, understated guest bathroom, and the OXO Hideaway's clean white canister conceals the brush entirely, which suits my aesthetic. OXO is a brand I trust for well-engineered household tools, and the ventilated tray addresses the hygiene concern of standing water. At $19.97 it sits comfortably in the mid-range for a single well-made set."
survey_toilet-brush-choice__7XpVoBo,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-9dc34f8254b4.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,35-44,,North America,,,,,,Full-time,"I want a compact, tidy set that hides the brush when stored so the bathroom looks clean, and OXO's ventilated tray addresses the pooling-water hygiene issue I actually care about. The auto-open canister is a simple mechanism I can trust, and at $19.97 it's a reasonable price for a brand with a solid reputation."
survey_toilet-brush-choice__7ZRLjnG,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-1fb4067e03d6.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65-74,,North America,Middle,Man,Retirement,,,Retired,"I want a clean-looking set where the brush is hidden away and the holder drains properly, so it doesn't sit in dirty water. OXO is a brand I've trusted for kitchen and bath tools, and at $19.97 the quality seems worth it over the cheapest silicone sets."
survey_toilet-brush-choice__7fAHGFr,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-2ab228ea6935.yaml,1.0,clorox_under_rim,Clorox Corner Under-Rim,15.5,4,cleaning,4,35-44,,North America,Lower-middle,Woman,,,,Part-time,"I want something that actually cleans well without spending a lot, and the under-rim scrubber head plus corner caddy design seems practical for a family bathroom with two kids. Clorox is a brand I recognize and trust, and $15.50 is a fair price for the features."
survey_toilet-brush-choice__7nqjApA,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-b963544fbe33.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,design,4,55-64,Value-driven,North America,Upper-middle,Woman,Mid-life,Suburban,null,Full-time,"I value a clean, uncluttered bathroom and the OXO's hideaway canister means no visible brush when stored, which suits my aesthetic standards. OXO is a brand I trust for well-designed, durable household tools, and the ventilated tray addresses the hygiene concern that matters most to me."
survey_toilet-brush-choice__7oBWyoC,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-31e64c7159f4.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,25-34,,North America,,,Early career,,,Full-time,"I want a compact, hygienic set that stays out of sight and doesn't pool water, and OXO's hideaway canister with a ventilated tray addresses that directly. The $19.97 price is reasonable for a durable, well-reviewed design, and I trust OXO's build quality more than the generic silicone sets."
survey_toilet-brush-choice__7tusXee,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-595eb9a52b7c.yaml,1.0,clorox_under_rim,Clorox Corner Under-Rim,15.5,4,cleaning,4,65-74,,North America,Middle,Man,Retirement,,,Retired,"I want something dependable and easy to use at my age, and the corner caddy plus under-rim scrubber means I can reach under the rim without straining. Clorox is a brand I trust for bathroom cleaning, and $15.50 fits my fixed retirement budget."
survey_toilet-brush-choice__84jSRHA,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-50df4907be83.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,35-44,Value-driven,North America,,,,,,Full-time,"The hideaway canister that opens automatically when lifted is the detail that sells me — no visible brush and no fiddly lid to handle, which matters for daily hygiene. OXO's reputation for durable, well-designed kitchen and bath tools gives me more confidence in build quality than the no-name silicone options, and at $19.97 the price is reasonable for a set I'll keep for years. The ventilated tray that prevents water pooling addresses the exact mildew problem I want to avoid."
survey_toilet-brush-choice__84zAWSP,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-c46e19366d0d.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,45-54,,North America,,,,,,Full-time,"I want a brush that hides the head when stored so it looks clean and doesn't drip, and OXO's auto-open ventilated canister solves that hygienically. The compact footprint suits a small bathroom, and OXO's build quality justifies the mid-range price over the cheaper silicone sets."
survey_toilet-brush-choice__88937W6,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-5ad7e822afc6.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65+,Indifferent,North America,Upper-middle,Woman,Retirement,Dense urban,null,Retired,"I want a brush that stays out of sight and doesn't drip on the floor, and the OXO's auto-opening canister with a ventilated tray does exactly that. The compact footprint suits my small bathroom, and OXO is a brand I trust for well-designed household tools at a fair mid-range price."
survey_toilet-brush-choice__8942Aqa,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-298ec2976840.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,5,45-54,null,North America,Middle,Man,Mid-life,Small town,$50k-100k,Full-time,"I want a well-built set from a brand I trust, and the OXO Hideaway's auto-opening canister keeps the brush out of sight, which suits a tidy, traditional bathroom. The ventilated tray that prevents water pooling addresses hygiene without gimmicks, and at $19.97 the price is reasonable for the quality."
survey_toilet-brush-choice__8JE63kg,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-6791b126974e.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,35-44,,North America,,,,,,Full-time,"I want a discreet, well-engineered set that keeps the brush hidden and doesn't pool water in the base, and OXO's reputation for thoughtful design plus the auto-open canister and ventilated tray fits that perfectly. At $19.97 it's a reasonable mid-range price for a compact, hygienic solution rather than a cheap multi-pack I don't need."
survey_toilet-brush-choice__8LCaoZc,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-90f965b92947.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,,Value-driven,North America,High income,Man,,,,Self-employed,"The hideaway canister keeps the brush fully out of sight, which suits a clean, minimal bathroom, and the auto-open mechanism plus ventilated tray addresses the hygiene and water-pooling issues that plague most open holders. OXO's design and build reputation justifies the modest $19.97 price for a single well-engineered set."
survey_toilet-brush-choice__8Ld8VWx,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-9c937095d567.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,18-24,,North America,Upper-middle,Woman,Student,Dense urban,null,Student,"I want a hygienic, tidy setup in a shared family bathroom, and the auto-open hideaway canister keeps the brush fully concealed while its ventilated tray prevents water pooling. OXO's reputation for durable, well-designed everyday tools makes the $19.97 price feel justified."
survey_toilet-brush-choice__8WTW6bd,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-7480f6867cd4.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65-74,,North America,Upper-middle,Man,Retirement,,,Retired,"I've had good luck with OXO's Good Grips line over the years, and the hideaway canister design keeps the brush out of sight, which my wife prefers in a guest bathroom. The auto-open lid and ventilated tray address the hygiene and tidiness concerns that matter most to me at a reasonable price."
survey_toilet-brush-choice__8Xb3Ep3,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-3d4021db05ac.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65+,,North America,null,Man,Mid-life,null,null,Self-employed,"I want a clean, uncluttered bathroom and I trust OXO's build quality and ergonomics. The hideaway canister keeps the brush out of sight and the ventilated tray prevents standing water, which matters more to me than saving a few dollars."
survey_toilet-brush-choice__8cqhDEB,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_amazon-e37875160da8.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,,Value-driven,North America,,Woman,,Suburban,,Retired,"I want a clean, minimal look in my bathroom and value a holder that hides the brush and dries without pooling water, which matters for hygiene and stability. OXO is a brand I trust, and the compact auto-open canister fits my space and is easy to use with my mobility aid."
survey_toilet-brush-choice__8dcvgDH,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-5a8cd660a2d8.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,45-54,,North America,High income,,,,,Full-time,"I want a clean, uncluttered bathroom, and the OXO Hideaway's canister hides the brush entirely while opening automatically on lift — no fuss, no visible mess. OXO's reputation for well-engineered, durable household tools and the ventilated tray that prevents water pooling make it worth the modest premium over the $13 silicone sets."
survey_toilet-brush-choice__8gNixoB,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-e7162bda88c7.yaml,1.0,jiga_3pack,JIGA 3-Pack,13.99,5,price,4,45-54,,North America,Lower-middle,Woman,,,,Full-time,"With three kids and three bathrooms to keep clean, a 3-pack of stiff nylon brushes for only $13.99 is the practical, budget-friendly buy. Stiff bristles scrub well, and having a spare set on hand means I'm never caught without one."
survey_toilet-brush-choice__8hntnUe,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-305a77afcbd0.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,25-34,,North America,,,Early career,,,Full-time,"I want a compact, tidy set that hides the brush when stored, and OXO's auto-open canister with a ventilated tray solves the pooling-water hygiene problem I care about. At $19.97 it's mid-priced, and OXO's ergonomics reputation gives me confidence it will hold up in daily use."
survey_toilet-brush-choice__8nhpyai,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-87be13c58208.yaml,1.0,jiga_3pack,JIGA 3-Pack,13.99,5,price,4,45-54,,North America,Lower-middle,Woman,,,,Part-time,"With three kids and multiple bathrooms, a 3-pack for $13.99 is the best value here and I won't have to rebuy soon. The stiff nylon bristles and caddy storage cover what I need without paying extra for features I won't use."
survey_toilet-brush-choice__8yHRGGE,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-81cf0e2a2375.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65+,,North America,,Woman,Retirement,,,Retired,"At my age I want something that works without fuss, and the OXO Hideaway's auto-open canister keeps the brush out of sight while the ventilated tray stops water pooling in the base. OXO is a brand I trust for ergonomic, well-built household tools, and the compact footprint suits my guest bathroom."
survey_toilet-brush-choice__8zdeYGk,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-e16267daea8c.yaml,1.0,jiga_3pack,JIGA 3-Pack,13.99,5,price,4,25-34,,North America,Lower-middle,Man,,,,Full-time,"With three kids and multiple bathrooms, a 3-pack for $13.99 is unbeatable value — I get a brush for every bathroom without spending much. Stiff nylon bristles and non-slip handles cover the basics I need, and the white caddy look is clean and simple."
survey_toilet-brush-choice__97SFkZj,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-5c1d496a1787.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65+,,North America,Upper-middle,Man,Retirement,null,null,Retired,"I want a brush that stays out of sight and doesn't pool dirty water in the base, and OXO's hideaway canister opens automatically when lifted while the ventilated tray drains properly. The brand has a long track record for well-engineered household tools, and at $19.97 the price is reasonable for something I'll use for years."
survey_toilet-brush-choice__9BW5oWn,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_amazon-036c6131e137.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,,,North America,,,,,,Full-time,"I want a clean, practical look without a visible brush sitting out, and the OXO hideaway canister opens automatically when you lift the brush while the ventilated tray keeps it from getting gross. At $19.97 it's a reasonable mid-range price for a trusted brand, and the compact footprint suits a normal bathroom."
survey_toilet-brush-choice__9GrGf5X,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_amazon-c872be7fb934.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,,,North America,,,,Suburban,,,"I want a compact, clean-looking set that hides the brush when it's not in use, and the OXO's auto-open canister plus ventilated tray keeps things tidy and dry without taking up much space. The brand has a solid reputation for durable everyday household tools, and at $19.97 the price is reasonable for that mix of hygiene and build quality."
survey_toilet-brush-choice__9JYeMpd,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-3ff96b631ab4.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,25-34,,North America,,,,,,Full-time,"I value a clean, uncluttered bathroom and the hideaway canister keeps the brush fully concealed while the ventilated tray prevents water pooling and odor. OXO's build quality and compact footprint justify the mid-range price, and the auto-open lid is a genuinely practical touch for a tool I use daily."
survey_toilet-brush-choice__9PR7huB,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-6d32463ddb89.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65+,Indifferent,North America,High income,Woman,,Dense urban,null,Retired,"I live alone in a small city apartment and value a tidy, uncluttered bathroom, so the OXO's hideaway canister—which conceals the brush entirely and opens automatically when lifted—appeals to me. OXO is a brand I have learned to trust for well-designed, durable household tools, and the ventilated tray that prevents water pooling addresses hygiene without gimmicks. At $19.97 it is a reasonable, mid-range price for a single well-made set, and I would rather buy one good item than a multi-pack I do not need."
survey_toilet-brush-choice__9ZPeTuw,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-74a49a7c93c5.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65+,Value-driven,North America,Middle,Man,Mid-life,Small town,null,Retired,"I want a brush that stays out of sight and doesn't leave a puddle in the holder; the OXO's auto-open canister and ventilated tray solve both problems, and the brand has a solid reputation for durable everyday tools. At $19.97 it sits comfortably in my budget for something I'll use daily for years."
survey_toilet-brush-choice__9ZUZpx4,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-98d18ef3ef0a.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,,Indifferent,North America,Upper-middle,Man,Mid-life,Suburban,,Self-employed,"I want a clean, unobtrusive look in the bathroom and the OXO hideaway canister conceals the brush entirely until lifted, which keeps things tidy. The ventilated tray that prevents water pooling addresses my main hygiene concern, and the compact footprint suits a two-person household that doesn't need multiple sets."
survey_toilet-brush-choice__9baHCrw,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-e5677d48b535.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,35-44,Value-driven,North America,Upper-middle,Woman,Mid-life,Small town,,Full-time,"I value a tidy, uncluttered bathroom, and the OXO's hideaway canister keeps the brush fully out of sight while the ventilated tray prevents the stagnant water and odor that bother me about open or poorly draining holders. OXO's reputation for durable, well-designed tools justifies the mid-range price, and the compact footprint suits my small-town home's modest bathroom."
survey_toilet-brush-choice__9dSJsGe,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-451e9816d480.yaml,1.0,clorox_under_rim,Clorox Corner Under-Rim,15.5,3,price,3,65+,Value-driven,North America,Upper-middle,Woman,Mid-life,Suburban,$100k-200k,Self-employed,"No persona-specific answer was produced, so a neutral answer was used."
survey_toilet-brush-choice__9jjzTvE,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-d67a69fd773c.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,35-44,,North America,,,,,,Full-time,"I want a compact set that hides the brush when stored, and OXO's ventilated tray prevents the stagnant water pooling that makes cheap holders gross. At $19.97 it's a reasonable price from a brand I trust to actually deliver on the mechanism working long-term."
survey_toilet-brush-choice__9kTQjju,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-8a3757f6d599.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,5,45-54,,North America,Middle,Man,Retirement,Small town,,Retired,"I value a clean, uncluttered bathroom, and the OXO's hideaway canister keeps the brush completely out of sight while its ventilated tray prevents water pooling and odor. The brand's reputation for durable, well-designed tools and the compact footprint make it the best fit for a small bathroom at a fair mid-range price."
survey_toilet-brush-choice__9uvjwV4,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-5312b64ca6ce.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65+,,North America,Middle,Man,Mid-life,Rural,null,Self-employed,"I want a simple, well-built set that keeps the brush out of sight and doesn't leave a puddle in the holder. The OXO's automatic hideaway canister and ventilated tray fit my small rural bathroom, and it's a brand I've trusted for tools before. At $19.97 it's a fair price without gimmicks I don't need."
survey_toilet-brush-choice__9viubV7,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-7f45928b9cfb.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,5,design,4,65+,Premium-seeking,North America,High income,Woman,Mid-life,Dense urban,$100k-200k,Full-time,"I want a clean, uncluttered bathroom, and the OXO Hideaway's canister conceals the brush entirely while opening automatically when lifted — a genuinely well-engineered design detail rather than a gimmick. OXO's build quality and the ventilated tray that prevents water pooling justify the modest premium over the budget silicone sets, and the compact footprint suits my space."
survey_toilet-brush-choice__A2WV3aW,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-78d4375c47b2.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,45-54,,North America,,,,,,Full-time,"I want a covered, compact set that keeps the brush out of sight and doesn't pool water, and OXO's hideaway canister with a ventilated tray solves both without being fussy. The $19.97 price is reasonable for a brand with a solid reputation, and the slim footprint suits a small bathroom. Silicone novelty heads and 2-3 packs don't fit my needs; I just want one well-made, hygienic set."
survey_toilet-brush-choice__A74TKnN,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-73619ce680b3.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,25-34,,North America,,,,,,Full-time,"I want a compact, clean-looking set that hides the brush when stored and has a ventilated tray so water doesn't pool — hygiene matters more to me than saving a few dollars. OXO's design reputation and the auto-open canister make it worth the mid-range price."
survey_toilet-brush-choice__A9Nqjfm,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-db0abd39e1fe.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,35-44,,North America,Lower-middle,Man,,,,Full-time,"I want something compact and tidy that hides the brush away, since my bathroom is small and I don't like looking at a dirty brush. OXO is a brand I trust for everyday household items, and the auto-open canister with ventilated tray keeps things cleaner."
survey_toilet-brush-choice__A9ijqPR,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-ea3bb824fd40.yaml,1.0,clorox_under_rim,Clorox Corner Under-Rim,15.5,4,cleaning,4,55-64,,North America,Lower-middle,Man,,,,Full-time,"I want a brush that actually gets under the rim where the stains hide, and the Clorox under-rim scrubber does that. The price is reasonable for a name I trust, and the corner caddy keeps it tidy in a small bathroom."
